tanggal,temperatur_rata,kelembapan_rata,curah_hujan,lamanya_penyinaran_matahari,kecepatan_angin_rata,cuaca
2024-03-10,27.4,92.0,10.3,0.0,1.0,Hujan Ringan
2024-03-11,28.1,93.0,40.7,0.0,2.0,Hujan Sedang
2024-03-12,29.3,89.0,0.2,0.0,3.0,Hujan Ringan
2024-03-13,28.9,82.0,13.5,3.6,2.0,Hujan Ringan
2024-03-14,27.4,91.0,2.2,1.1,1.0,Hujan Ringan
2024-03-15,27.0,90.0,17.4,0.0,2.0,Hujan Ringan
2024-03-16,26.0,93.0,11.2,0.0,1.0,Hujan Ringan
2024-03-17,27.0,90.0,12.9,0.8,2.0,Hujan Ringan
2024-03-18,29.7,82.0,1.9,1.9,2.0,Hujan Ringan
2024-03-19,31.1,69.0,3.4,6.8,3.0,Hujan Ringan
2024-03-21,30.2,71.0,3.4,10.8,3.0,Hujan Ringan
2024-03-22,26.0,92.0,64.5,11.1,1.0,Hujan Lebat
2024-03-23,30.6,72.0,56.2,0.0,1.0,Hujan Lebat
2024-03-24,31.0,77.0,8.8,6.8,2.0,Hujan Ringan
2024-03-25,29.4,81.0,2.8,6.6,1.0,Hujan Ringan
2024-03-26,29.2,79.0,6.0,3.9,1.0,Hujan Ringan
2024-03-27,28.7,83.0,19.0,3.7,1.0,Hujan Ringan
2024-03-28,28.3,85.0,3.4,0.0,1.0,Hujan Ringan
2024-03-29,29.1,83.0,45.0,4.4,1.0,Hujan Sedang
2024-03-30,29.2,84.0,17.3,3.8,2.0,Hujan Ringan
2024-03-31,30.4,78.0,18.0,5.1,1.0,Hujan Ringan
2024-04-01,28.8,82.0,0.4,6.3,1.0,Hujan Ringan
2024-04-02,29.7,83.0,11.0,3.7,1.0,Hujan Ringan
2024-04-03,28.8,86.0,5.0,0.9,1.0,Hujan Ringan
2024-04-04,29.9,83.0,37.3,2.7,0.0,Hujan Sedang
2024-04-05,28.5,88.0,3.4,4.4,1.0,Hujan Ringan
2024-04-06,30.2,82.0,14.3,1.1,1.0,Hujan Ringan
2024-04-07,31.6,77.0,3.4,3.0,1.0,Hujan Ringan
2024-04-08,31.2,76.0,3.4,7.4,1.0,Hujan Ringan
2024-04-09,29.1,84.0,3.4,4.8,1.0,Hujan Ringan
2024-04-10,30.1,80.0,42.6,0.9,1.0,Hujan Sedang
2024-04-11,30.3,81.0,43.0,5.1,2.0,Hujan Sedang
2024-04-12,27.6,90.0,45.0,4.1,1.0,Hujan Sedang
2024-04-13,31.0,79.0,18.8,1.0,1.0,Hujan Ringan
2024-04-14,29.9,84.0,10.6,2.8,1.0,Hujan Ringan
2024-04-15,29.8,81.0,7.3,5.1,2.0,Hujan Ringan
2024-04-16,32.0,75.0,3.4,7.3,2.0,Hujan Ringan
2024-04-17,30.6,81.0,3.4,8.6,2.0,Hujan Ringan
2024-04-18,29.9,81.0,13.5,7.1,2.0,Hujan Ringan
2024-04-19,29.5,83.0,21.7,6.3,1.0,Hujan Sedang
2024-04-20,31.2,77.0,0.1,2.9,2.0,Hujan Ringan
2024-04-21,28.8,86.0,1.0,6.9,1.0,Hujan Ringan
2024-04-22,31.5,76.0,3.4,0.6,2.0,Hujan Ringan
2024-04-23,30.6,80.0,3.4,9.1,2.0,Hujan Ringan
2024-04-24,30.0,83.0,3.4,2.8,1.0,Hujan Ringan
2024-04-25,28.8,89.0,67.5,1.0,1.0,Hujan Lebat
2024-04-26,29.4,86.0,20.7,0.0,1.0,Hujan Sedang
2024-04-27,29.9,81.0,14.3,6.0,1.0,Hujan Ringan
2024-04-28,31.0,81.0,3.3,3.8,1.0,Hujan Ringan
2024-04-29,32.2,74.0,3.4,5.3,2.0,Hujan Ringan
2024-04-30,31.6,79.0,3.4,7.6,1.0,Hujan Ringan
2024-05-01,31.0,79.0,0.2,2.9,1.0,Hujan Ringan
2024-05-02,32.0,76.0,3.4,1.4,2.0,Hujan Ringan
2024-05-03,30.5,82.0,3.4,3.8,1.0,Hujan Ringan
2024-05-04,31.1,77.0,3.4,3.7,2.0,Hujan Ringan
2024-05-05,31.7,75.0,3.4,5.9,1.0,Hujan Ringan
2024-05-06,31.6,73.0,3.4,6.4,1.0,Hujan Ringan
2024-05-07,32.1,69.0,3.4,7.1,2.0,Hujan Ringan
2024-05-08,31.3,74.0,3.4,6.6,2.0,Hujan Ringan
2024-05-09,31.6,73.0,3.4,7.0,2.0,Hujan Ringan
2024-05-11,29.8,84.0,3.4,8.0,1.0,Hujan Ringan
2024-05-12,31.9,72.0,20.3,3.9,2.0,Hujan Sedang
2024-05-13,30.0,81.0,3.4,7.8,2.0,Hujan Ringan
2024-05-14,29.2,85.0,3.4,3.8,1.0,Hujan Ringan
2024-05-15,32.0,71.0,4.7,0.0,2.0,Hujan Ringan
2024-05-16,31.4,76.0,3.4,9.3,2.0,Hujan Ringan
2024-05-17,30.8,78.0,3.4,4.1,2.0,Hujan Ringan
2024-05-18,31.5,75.0,15.0,3.6,2.0,Hujan Ringan
2024-05-19,31.3,77.0,3.4,7.7,1.0,Hujan Ringan
2024-05-20,31.2,76.0,3.4,5.6,2.0,Hujan Ringan
2024-05-21,31.6,74.0,3.4,2.8,1.0,Hujan Ringan
2024-05-22,30.1,81.0,3.4,5.1,2.0,Hujan Ringan
2024-05-23,29.5,84.0,5.2,1.0,1.0,Hujan Ringan
2024-05-24,30.6,81.0,3.4,1.5,2.0,Hujan Ringan
2024-05-25,27.2,90.0,7.5,4.1,1.0,Hujan Ringan
2024-05-26,30.6,81.0,4.1,0.0,1.0,Hujan Ringan
2024-05-27,32.0,74.0,3.4,1.5,1.0,Hujan Ringan
2024-05-28,31.5,78.0,3.4,4.6,2.0,Hujan Ringan
2024-05-29,31.9,76.0,3.4,6.5,2.0,Hujan Ringan
2024-05-30,31.9,75.0,3.4,7.6,1.0,Hujan Ringan
2024-05-31,32.0,76.0,3.4,8.2,2.0,Hujan Ringan
2024-06-01,30.7,81.0,3.4,6.9,1.0,Hujan Ringan
2024-06-02,30.6,79.0,3.4,1.2,2.0,Hujan Ringan
2024-06-03,28.8,85.0,15.8,0.8,1.0,Hujan Ringan
2024-06-04,29.6,82.0,3.4,0.0,1.0,Hujan Ringan
2024-06-05,31.2,78.0,0.8,3.2,1.0,Hujan Ringan
2024-06-06,31.8,71.0,3.4,8.6,2.0,Hujan Ringan
2024-06-07,31.5,74.0,3.4,9.0,1.0,Hujan Ringan
2024-06-08,31.4,74.0,3.4,7.5,2.0,Hujan Ringan
2024-06-09,29.0,83.0,3.4,8.9,1.0,Hujan Ringan
2024-06-10,30.6,80.0,8.6,2.7,1.0,Hujan Ringan
2024-06-11,28.2,90.0,0.2,6.4,1.0,Hujan Ringan
2024-06-12,29.5,85.0,47.5,3.2,1.0,Hujan Sedang
2024-06-13,29.6,81.0,2.1,3.8,2.0,Hujan Ringan
2024-06-14,30.6,80.0,1.8,2.3,1.0,Hujan Ringan
2024-06-15,30.2,82.0,0.2,6.3,1.0,Hujan Ringan
2024-06-16,28.7,87.0,29.8,4.6,1.0,Hujan Sedang
2024-06-17,30.7,78.0,6.0,1.5,2.0,Hujan Ringan
2024-06-18,28.7,84.0,3.4,5.0,1.0,Hujan Ringan
2024-06-19,30.7,75.0,4.6,1.4,3.0,Hujan Ringan
2024-06-20,31.0,71.0,3.4,5.3,2.0,Hujan Ringan
2024-06-21,31.2,73.0,3.4,8.3,2.0,Hujan Ringan
2024-06-22,30.3,77.0,3.4,9.2,1.0,Hujan Ringan
2024-06-23,31.4,66.0,3.4,2.6,2.0,Hujan Ringan
2024-06-24,31.2,73.0,3.4,9.0,2.0,Hujan Ringan
2024-06-25,28.1,85.0,3.4,5.7,1.0,Hujan Ringan
2024-06-26,31.0,76.0,3.2,1.4,2.0,Hujan Ringan
2024-06-27,30.2,78.0,3.4,9.8,2.0,Hujan Ringan
2024-06-28,29.1,83.0,3.0,5.3,1.0,Hujan Ringan
2024-06-29,27.5,85.0,10.0,5.3,1.0,Hujan Ringan
2024-06-30,30.2,72.0,3.4,2.4,2.0,Hujan Ringan
2024-07-01,30.1,75.0,3.4,9.3,1.0,Hujan Ringan
2024-07-02,28.5,80.0,3.4,5.1,1.0,Hujan Ringan
2024-07-03,29.0,77.0,21.0,2.3,1.0,Hujan Sedang
2024-07-04,28.0,83.0,45.8,5.8,1.0,Hujan Sedang
2024-07-05,28.5,77.0,10.5,3.0,2.0,Hujan Ringan
2024-07-07,27.6,78.0,108.5,0.0,1.0,Hujan Lebat
2024-07-08,27.75,81.0,3.4,3.9,1.0,Hujan Ringan
2024-07-09,27.9,84.0,10.0,7.8,2.0,Hujan Ringan
2024-07-10,28.4,78.0,0.0,3.9,2.0,Cerah
2024-07-11,28.5,76.0,0.0,3.3,2.0,Cerah
2024-07-12,28.5,73.0,0.0,7.7,2.0,Cerah
2024-07-13,27.4,80.0,0.0,8.0,1.0,Cerah
2024-07-14,27.3,70.0,0.0,8.0,1.0,Cerah
2024-07-15,27.1,69.0,0.0,8.0,1.0,Cerah
2024-07-16,28.1,68.0,0.0,8.0,2.0,Cerah
2024-07-17,28.2,74.0,0.0,8.0,2.0,Cerah
2024-07-18,28.9,72.0,0.0,7.4,1.0,Cerah
2024-07-19,28.4,74.0,0.0,3.9,2.0,Cerah
2024-07-20,28.4,75.0,0.0,5.4,2.0,Cerah
2024-07-21,28.8,74.0,0.0,8.0,1.0,Cerah
2024-07-22,28.5,71.0,0.0,8.0,2.0,Cerah
2024-07-23,28.3,74.0,0.0,8.0,1.0,Cerah
2024-07-24,28.8,64.0,0.0,8.0,2.0,Cerah
2024-07-25,28.5,68.0,0.0,5.9,2.0,Cerah
2024-07-26,28.4,72.0,0.0,2.5,2.0,Cerah
2024-07-27,29.0,70.0,3.4,5.9,2.0,Hujan Ringan
2024-07-28,29.1,70.0,0.0,8.0,2.0,Cerah
2024-07-29,29.0,65.0,0.0,6.4,2.0,Cerah
2024-07-30,28.9,67.0,0.0,7.4,2.0,Cerah
2024-07-31,29.3,69.0,0.0,7.0,2.0,Cerah
2024-08-01,28.9,75.0,0.0,8.0,1.0,Cerah
2024-08-02,27.9,80.0,1.0,4.2,1.0,Hujan Ringan
2024-08-03,27.4,83.0,3.0,4.5,2.0,Hujan Ringan
2024-08-04,27.5,82.0,41.8,6.8,2.0,Hujan Sedang
2024-08-05,27.8,77.0,24.0,7.3,2.0,Hujan Sedang
2024-08-06,28.5,70.0,0.0,5.0,2.0,Cerah
2024-08-07,28.6,69.0,0.0,8.0,2.0,Cerah
2024-08-08,28.7,69.0,0.0,5.3,1.0,Cerah
2024-08-09,29.4,67.0,0.0,3.3,2.0,Cerah
2024-08-10,29.5,70.0,0.0,8.0,2.0,Cerah
2024-08-11,28.9,73.0,0.0,8.0,2.0,Cerah
2024-08-12,28.4,65.0,0.0,6.9,2.0,Cerah
2024-08-13,28.6,65.0,0.0,5.4,2.0,Cerah
2024-08-14,28.9,71.0,0.0,8.0,1.0,Cerah
2024-08-15,29.0,70.0,0.0,8.0,2.0,Cerah
2024-08-16,28.9,74.0,0.0,7.2,1.0,Cerah
2024-08-17,29.1,73.0,0.0,5.3,2.0,Cerah
2024-08-18,29.2,74.0,0.0,2.4,2.0,Cerah
2024-08-19,29.1,73.0,0.0,8.0,2.0,Cerah
2024-08-20,28.8,75.0,0.0,8.0,1.0,Cerah
2024-08-21,29.3,73.0,0.0,6.7,2.0,Cerah
2024-08-22,29.1,71.0,0.0,8.0,2.0,Cerah
2024-08-23,29.1,70.0,0.0,8.0,2.0,Cerah
2024-08-24,28.4,70.0,0.0,5.9,2.0,Cerah
2024-08-25,29.0,64.0,0.0,7.5,2.0,Cerah
2024-08-26,29.1,66.0,3.0,8.0,2.0,Hujan Ringan
2024-08-27,28.9,71.0,0.0,8.0,2.0,Cerah
2024-08-28,29.2,63.0,0.0,8.0,2.0,Cerah
2024-08-29,28.0,70.0,0.0,5.5,2.0,Cerah
2024-08-30,28.3,72.0,3.5,4.9,1.0,Hujan Ringan
2024-08-31,28.8,66.0,0.0,4.4,2.0,Cerah
2024-09-01,29.2,71.0,0.0,8.0,1.0,Cerah
2024-09-02,30.6,71.0,0.0,5.6,2.0,Cerah
2024-09-03,28.6,74.0,10.0,7.8,1.0,Hujan Ringan
2024-09-04,28.8,67.0,8.0,6.1,2.0,Hujan Ringan
2024-09-05,29.5,70.0,0.0,6.1,2.0,Cerah
2024-09-06,30.7,65.0,1.2,7.4,2.0,Hujan Ringan
2024-09-07,30.2,63.0,0.0,8.0,2.0,Cerah
2024-09-08,30.0,66.0,0.0,8.0,2.0,Cerah
2024-09-09,28.6,78.0,0.0,8.0,2.0,Cerah
2024-09-10,27.6,82.0,5.2,5.8,2.0,Hujan Ringan
2024-09-11,29.1,71.0,9.2,2.3,2.0,Hujan Ringan
2024-09-12,28.1,82.0,0.0,4.3,1.0,Cerah
2024-09-13,27.4,81.0,41.8,5.6,1.0,Hujan Sedang
2024-09-14,28.5,69.0,0.0,6.5,2.0,Cerah
2024-09-15,28.7,71.0,0.0,8.0,2.0,Cerah
2024-09-16,28.9,72.0,0.0,8.0,2.0,Cerah
2024-09-17,28.8,66.0,0.0,6.9,2.0,Cerah
2024-09-18,28.3,67.0,0.0,8.0,2.0,Cerah
2024-09-19,28.7,68.0,0.0,7.9,2.0,Cerah
2024-09-20,29.3,69.0,0.0,8.0,2.0,Cerah
2024-09-21,28.7,79.0,0.0,8.0,2.0,Cerah
2024-09-22,29.7,77.0,0.0,4.9,2.0,Cerah
2024-09-23,29.9,77.0,0.0,3.8,2.0,Cerah
2024-09-24,26.7,87.0,0.0,2.6,1.0,Cerah
2024-09-25,27.2,84.0,28.8,2.1,1.0,Hujan Sedang
2024-09-26,27.4,85.0,14.9,4.9,2.0,Hujan Ringan
2024-09-27,28.6,80.0,7.5,4.1,2.0,Hujan Ringan
2024-09-28,30.2,75.0,0.0,8.0,2.0,Cerah
2024-09-29,29.4,77.0,0.0,5.7,2.0,Cerah
2024-09-30,30.1,73.0,0.0,5.6,3.0,Cerah
2024-10-01,29.9,77.0,0.0,8.0,1.0,Cerah
2024-10-02,30.1,79.0,0.0,8.0,2.0,Cerah
2024-10-03,29.6,78.0,0.0,5.2,1.0,Cerah
2024-10-04,29.0,80.0,0.0,0.6,2.0,Cerah
2024-10-05,28.9,81.0,0.3,6.6,2.0,Hujan Ringan
2024-10-06,29.1,78.0,3.4,8.0,2.0,Hujan Ringan
2024-10-07,30.3,71.0,0.0,4.4,2.0,Cerah
2024-10-08,30.2,75.0,0.0,8.0,2.0,Cerah
2024-10-09,29.8,80.0,0.0,6.2,2.0,Cerah
2024-10-10,30.0,80.0,0.0,8.0,1.0,Cerah
2024-10-11,30.3,81.0,0.0,5.7,2.0,Cerah
2024-10-12,29.8,76.0,0.0,8.0,1.0,Cerah
2024-10-13,29.4,75.0,0.0,2.9,3.0,Cerah
2024-10-14,28.9,79.0,0.0,4.2,1.0,Cerah
2024-10-15,28.6,75.0,0.1,1.5,2.0,Hujan Ringan
2024-10-16,29.6,71.0,0.0,8.0,1.0,Cerah
2024-10-19,29.7,67.0,0.0,8.0,2.0,Cerah
2024-10-20,30.0,63.0,0.0,7.0,3.0,Cerah
2024-10-21,29.4,65.0,0.0,8.0,2.0,Cerah
2024-10-22,30.2,64.0,0.0,5.8,2.0,Cerah
2024-10-23,30.7,69.0,0.0,8.0,2.0,Cerah
2024-10-24,30.8,68.0,0.0,5.4,2.0,Cerah
2024-10-25,29.0,77.0,1.0,5.2,1.0,Hujan Ringan
2024-10-26,29.8,69.0,23.7,6.1,2.0,Hujan Sedang
2024-10-27,29.9,71.0,0.0,8.0,2.0,Cerah
2024-10-28,29.2,74.0,0.0,7.2,2.0,Cerah
2024-10-29,30.5,72.0,0.0,6.6,1.0,Cerah
2024-10-30,30.8,66.0,0.0,8.0,2.0,Cerah
2024-10-31,30.0,71.0,0.8,8.0,2.0,Hujan Ringan
2024-11-01,29.9,70.0,0.0,7.2,2.0,Cerah
2024-11-02,28.6,76.0,3.4,3.0,2.0,Hujan Ringan
2024-11-03,27.2,83.0,27.6,4.6,1.0,Hujan Sedang
2024-11-04,27.6,82.0,11.4,2.6,1.0,Hujan Ringan
2024-11-05,28.2,81.0,0.5,2.9,2.0,Hujan Ringan
2024-11-06,29.0,73.0,68.5,6.1,2.0,Hujan Lebat
2024-11-07,28.6,78.0,0.0,6.6,1.0,Cerah
2024-11-08,29.9,72.0,0.0,3.6,1.0,Cerah
2024-11-09,28.5,78.0,0.0,5.4,2.0,Cerah
2024-11-10,27.9,80.0,4.0,3.9,2.0,Hujan Ringan
2024-11-11,27.3,86.0,12.5,2.5,1.0,Hujan Ringan
2024-11-12,25.5,95.0,13.9,2.0,1.0,Hujan Ringan
2024-11-13,29.1,76.0,42.1,3.7,2.0,Hujan Sedang
2024-11-14,29.8,75.0,0.2,5.0,2.0,Hujan Ringan
2024-11-15,29.7,76.0,0.0,4.6,1.0,Cerah
2024-11-16,27.6,89.0,22.6,0.6,1.0,Hujan Sedang
2024-11-17,28.6,81.0,2.3,1.7,2.0,Hujan Ringan
2024-11-18,27.8,84.0,16.3,6.0,1.0,Hujan Ringan
2024-11-19,28.1,81.0,0.2,4.7,1.0,Hujan Ringan
2024-11-20,28.2,82.0,42.3,6.8,2.0,Hujan Sedang
2024-11-21,28.2,82.0,3.4,5.4,1.0,Hujan Ringan
2024-11-22,27.8,83.0,0.0,5.4,2.0,Cerah
2024-11-23,27.9,82.0,106.5,5.3,1.0,Hujan Lebat
2024-11-24,27.6,85.0,8.0,3.5,2.0,Hujan Ringan
2024-11-25,28.4,81.0,55.3,5.6,2.0,Hujan Lebat
2024-11-26,28.7,79.0,0.0,4.7,2.0,Cerah
2024-11-27,27.3,87.0,11.2,5.0,2.0,Hujan Ringan
2024-11-28,27.9,79.0,18.7,4.8,2.0,Hujan Ringan
2024-11-29,27.9,78.0,0.2,2.9,3.0,Hujan Ringan
2024-11-30,29.5,70.0,0.0,0.9,3.0,Cerah
2024-12-02,28.2,80.0,0.4,8.0,3.0,Hujan Ringan
2024-12-03,26.1,84.0,4.7,1.0,3.0,Hujan Ringan
2024-12-04,26.1,87.0,5.2,0.1,2.0,Hujan Ringan
2024-12-05,27.3,84.0,3.4,0.0,3.0,Hujan Ringan
2024-12-06,26.5,87.0,7.0,3.0,1.0,Hujan Ringan
2024-12-07,27.5,85.0,3.4,0.0,1.0,Hujan Ringan
2024-12-08,27.4,86.0,39.9,2.4,1.0,Hujan Sedang
2024-12-09,25.8,94.0,0.1,3.3,1.0,Hujan Ringan
2024-12-10,26.2,89.0,25.0,0.0,3.0,Hujan Sedang
2024-12-11,28.7,76.0,3.6,1.2,2.0,Hujan Ringan
2024-12-12,29.0,72.0,0.2,3.5,3.0,Hujan Ringan
2024-12-13,29.5,69.0,0.0,4.2,3.0,Cerah
2024-12-14,27.2,83.0,0.0,5.6,3.0,Cerah
2024-12-15,27.0,82.0,0.8,0.8,2.0,Hujan Ringan
2024-12-16,27.0,86.0,26.8,1.3,2.0,Hujan Sedang
2024-12-17,27.6,82.0,4.1,0.5,2.0,Hujan Ringan
2024-12-18,27.4,81.0,0.0,3.0,3.0,Cerah
2024-12-19,27.1,85.0,1.1,4.9,2.0,Hujan Ringan
2024-12-20,27.3,83.0,2.3,2.7,2.0,Hujan Ringan
2024-12-21,27.8,82.0,3.4,5.6,2.0,Hujan Ringan
2024-12-22,28.1,84.0,0.4,1.5,1.0,Hujan Ringan
2024-12-23,26.3,92.0,6.2,2.8,2.0,Hujan Ringan
2024-12-24,27.1,85.0,22.2,0.8,2.0,Hujan Sedang
2024-12-25,27.5,83.0,3.4,1.6,2.0,Hujan Ringan
2024-12-26,28.3,83.0,3.4,0.1,3.0,Hujan Ringan
2024-12-27,28.8,77.0,0.0,1.6,2.0,Cerah
2024-12-28,29.6,68.0,0.0,6.7,2.0,Cerah
2024-12-29,29.0,76.0,0.0,6.3,2.0,Cerah
2024-12-30,27.5,79.0,0.0,1.9,3.0,Cerah
2024-12-31,28.0,79.0,3.0,4.8,2.0,Hujan Ringan
